Soil	BESTF	VPL	VPC	KPL	KPC	rEP	pEP	fP2D	gB2D	VD	KD	YG	alpha	LCI	pEM	VM	KM	Qmax	KBA	Kdes	r0
Mollisol	0.131	0.118	45.505	83.635	14.172	0.002	0.098	0.867	0.361	0.031	0.484	0.421	0.156	0.308	0.043	1.616	665.487	2.619	15.422	0.006	0.904
Mollisol	0.131	1.232	46.241	24.484	18.203	0.003	0.057	0.957	0.016	0.038	0.354	0.531	0.176	0.611	0.037	1.804	998.759	5	7.742	0.004	0.966
Mollisol	0.131	1.227	46.311	24.237	18.181	0.003	0.057	0.96	0.017	0.038	0.353	0.529	0.176	0.609	0.037	1.883	998.365	5	7.996	0.004	0.966
Mollisol	0.131	1.217	47.018	23.905	18.104	0.003	0.057	0.969	0.019	0.038	0.353	0.532	0.175	0.604	0.036	1.978	998.745	5	8.488	0.003	0.968
Mollisol	0.131	1.226	46.674	23.89	18.159	0.003	0.057	0.962	0.017	0.038	0.354	0.532	0.175	0.607	0.037	1.932	998.65	5	8.233	0.004	0.967
Mollisol	0.131	1.226	46.69	23.987	18.161	0.003	0.057	0.964	0.017	0.038	0.353	0.531	0.175	0.607	0.037	1.926	998.983	5	8.27	0.004	0.967
Mollisol	0.131	2.254	36.573	94.386	15.51	0.004	0.068	0.868	0.267	0.049	0.448	0.5	0.147	0.528	0.05	1.966	738.834	1.975	15.993	0.004	0.99
Mollisol	0.131	2.249	36.743	94.649	15.599	0.004	0.064	0.869	0.257	0.05	0.441	0.5	0.146	0.52	0.049	1.981	735.028	2.015	15.958	0.004	0.989
Mollisol	0.131	1.924	30.918	69.751	10.251	0.006	0.059	0.912	0.164	0.044	0.427	0.506	0.151	0.624	0.073	0.785	243.818	2.218	10.717	0.004	0.984
Mollisol	0.131	1.913	30.261	70.273	10.749	0.006	0.059	0.909	0.156	0.045	0.426	0.501	0.149	0.612	0.073	0.799	249.323	2.219	10.813	0.004	0.989
Mollisol	0.131	0.7	42.189	23.182	17.47	0.007	0.098	0.963	0.388	0.044	0.428	0.494	0.151	0.597	0.052	1.528	422.473	3.8	10.327	0.006	0.877
Mollisol	0.132	1.274	49.692	10.936	6.929	0.005	0.02	0.969	0.358	0.047	0.499	0.464	0.133	0.48	0.062	0.691	229.997	4.074	9.783	0.007	0.956
Mollisol	0.132	1.518	40.828	5.052	1.585	0.001	0.039	0.897	0.492	0.042	0.426	0.456	0.158	0.913	0.023	0.553	362.998	4.781	13.135	0.004	0.732
Mollisol	0.132	0.265	47.198	38.201	27.313	0.003	0.1	0.998	0.021	0.029	0.309	0.518	0.19	0.378	0.019	1.343	218.476	4.732	6.456	0.01	0.989
Mollisol	0.132	1.592	34.144	26.526	11.523	0.01	0.074	0.973	0.307	0.049	0.404	0.526	0.159	0.507	0.096	1.429	520.086	4.926	8.463	0.009	0.914
Mollisol	0.132	1.623	34.158	28.487	11.339	0.01	0.074	0.977	0.309	0.05	0.423	0.519	0.158	0.512	0.095	1.39	471.974	4.889	8.475	0.008	0.923
Mollisol	0.132	0.74	25.487	69.132	1.023	0.004	0.024	0.922	0.553	0.02	0.302	0.442	0.202	0.373	0.1	1.618	800.201	3.872	15.999	0.004	0.739
Mollisol	0.132	0.739	25.495	69.109	1.025	0.004	0.024	0.921	0.55	0.02	0.302	0.442	0.202	0.372	0.1	1.618	800.361	3.86	16	0.004	0.739
Mollisol	0.132	0.75	25.503	69.161	1.036	0.004	0.024	0.921	0.55	0.02	0.303	0.442	0.201	0.371	0.1	1.62	799.972	3.868	15.999	0.004	0.738
Mollisol	0.132	0.761	25.504	69.211	1.066	0.004	0.024	0.916	0.552	0.02	0.302	0.441	0.202	0.371	0.1	1.621	799.234	3.847	16	0.004	0.74
Mollisol	0.132	0.762	25.525	69.214	1.077	0.004	0.024	0.913	0.543	0.02	0.303	0.441	0.201	0.37	0.1	1.624	799.494	3.817	16	0.004	0.738
Mollisol	0.132	0.771	25.521	69.246	1.095	0.004	0.024	0.909	0.536	0.02	0.303	0.441	0.201	0.369	0.1	1.624	799.218	3.799	15.999	0.004	0.738
Mollisol	0.132	0.789	25.528	69.312	1.141	0.004	0.025	0.903	0.532	0.021	0.304	0.441	0.201	0.369	0.1	1.632	798.429	3.769	15.999	0.004	0.736
Mollisol	0.132	2.083	46.441	35.718	4.54	0.004	0.019	0.961	0.262	0.046	0.463	0.525	0.156	0.606	0.049	1.429	527.753	1.482	15.885	0.006	0.989
Mollisol	0.132	2.082	46.539	35.869	4.495	0.004	0.019	0.957	0.26	0.046	0.46	0.525	0.156	0.605	0.049	1.429	522.621	1.481	15.856	0.006	0.988
Mollisol	0.132	2.081	46.221	35.725	4.591	0.004	0.019	0.958	0.249	0.046	0.464	0.524	0.155	0.605	0.049	1.434	523.692	1.481	15.856	0.006	0.988
Mollisol	0.132	2.095	23.171	20.84	6.29	0.004	0.097	0.864	0.347	0.036	0.499	0.455	0.148	0.451	0.053	0.706	344.433	4.069	12.053	0.006	0.953
Mollisol	0.132	2.043	22.139	20.898	5.961	0.004	0.096	0.857	0.354	0.035	0.497	0.448	0.147	0.447	0.056	0.719	338.795	4.047	12.187	0.006	0.954
Mollisol	0.132	1.841	27.956	76.819	16.658	0.006	0.087	0.956	0.01	0.044	0.36	0.545	0.168	0.625	0.091	1.089	652.936	2.425	9.456	0.003	0.988
Mollisol	0.132	1.842	27.961	77.636	16.481	0.006	0.087	0.957	0.011	0.044	0.361	0.545	0.168	0.628	0.091	1.094	660.566	2.373	9.432	0.003	0.989
Mollisol	0.132	1.842	27.888	75.605	16.507	0.006	0.087	0.956	0.012	0.044	0.361	0.543	0.169	0.624	0.091	1.079	641.684	2.428	9.493	0.003	0.987
Mollisol	0.132	1.841	27.746	74.22	16.976	0.006	0.087	0.953	0.012	0.044	0.36	0.544	0.168	0.619	0.091	1.005	590.793	2.663	9.452	0.003	0.988
Mollisol	0.132	2.67	29.561	56.074	11.412	0.01	0.087	0.927	0.503	0.05	0.408	0.535	0.155	0.63	0.081	1.731	652.385	4.463	6.699	0.01	0.989
Mollisol	0.132	2.67	29.561	56.074	11.412	0.01	0.087	0.927	0.503	0.05	0.408	0.535	0.155	0.63	0.081	1.731	652.385	4.463	6.699	0.01	0.989
Mollisol	0.132	2.67	29.561	56.074	11.412	0.01	0.087	0.927	0.503	0.05	0.408	0.535	0.155	0.63	0.081	1.731	652.385	4.463	6.699	0.01	0.989
Mollisol	0.132	2.66	30.083	55.847	11.218	0.01	0.087	0.933	0.504	0.05	0.408	0.537	0.156	0.631	0.079	1.723	649.435	4.459	6.676	0.01	0.989
Mollisol	0.132	2.622	28.667	55.997	11.04	0.01	0.088	0.936	0.499	0.05	0.408	0.536	0.156	0.627	0.082	1.702	652.733	4.459	6.755	0.01	0.986
Mollisol	0.132	1.167	48.758	31.991	25.329	0.007	0.059	0.976	0.026	0.043	0.405	0.49	0.154	0.652	0.051	1.604	287.076	2.804	7.755	0.004	0.883
Mollisol	0.132	1.158	49.243	31.514	25.784	0.007	0.059	0.98	0.028	0.043	0.409	0.491	0.154	0.648	0.049	1.578	278.594	2.833	7.826	0.004	0.897
Mollisol	0.132	1.144	48.806	31.83	24.007	0.007	0.061	0.979	0.03	0.043	0.414	0.486	0.151	0.656	0.046	1.585	245.749	2.864	8.008	0.004	0.869
Mollisol	0.132	2.823	36.33	61.509	9.946	0.006	0.066	0.928	0.47	0.025	0.318	0.469	0.188	0.471	0.053	0.953	210.982	4.413	13.409	0.005	0.988
Mollisol	0.132	2.773	36.209	62.12	9.789	0.006	0.066	0.931	0.468	0.025	0.32	0.465	0.188	0.471	0.053	0.967	210.211	4.409	13.551	0.005	0.99
Mollisol	0.132	2.775	36.293	62.347	9.91	0.006	0.066	0.931	0.469	0.025	0.319	0.467	0.188	0.465	0.053	0.961	211.632	4.414	13.571	0.005	0.987
Mollisol	0.132	0.106	44.924	81.524	14.122	0.002	0.099	0.858	0.277	0.031	0.493	0.421	0.156	0.261	0.044	1.618	662.396	2.486	15.681	0.006	0.885
Mollisol	0.132	0.112	44.155	80.991	13.745	0.002	0.098	0.864	0.285	0.031	0.498	0.421	0.157	0.273	0.044	1.57	667.213	2.525	15.55	0.006	0.903
Mollisol	0.132	1.251	45.976	24.714	18.294	0.003	0.058	0.934	0.012	0.039	0.354	0.54	0.178	0.61	0.038	1.638	994.4	5	7.092	0.004	0.969
Mollisol	0.132	1.25	45.967	24.689	18.265	0.003	0.058	0.935	0.012	0.039	0.354	0.539	0.178	0.61	0.038	1.65	994.415	5	7.105	0.004	0.969
Mollisol	0.132	1.246	45.708	24.897	18.247	0.003	0.058	0.939	0.013	0.039	0.353	0.538	0.177	0.612	0.038	1.634	995.745	5	7.141	0.004	0.969
Mollisol	0.132	1.243	46.017	24.683	18.271	0.003	0.058	0.941	0.012	0.038	0.354	0.537	0.177	0.612	0.038	1.67	994.892	5	7.194	0.004	0.968
Mollisol	0.132	1.24	45.732	24.755	18.248	0.003	0.058	0.945	0.013	0.038	0.354	0.535	0.177	0.613	0.038	1.682	996.558	5	7.262	0.004	0.967
Mollisol	0.132	1.236	45.922	24.626	18.241	0.003	0.057	0.951	0.014	0.038	0.354	0.532	0.177	0.614	0.038	1.745	999.104	5	7.476	0.004	0.966
Mollisol	0.132	1.233	46.026	24.503	18.247	0.003	0.057	0.952	0.014	0.038	0.354	0.531	0.176	0.614	0.038	1.762	999.679	5	7.483	0.004	0.965
Mollisol	0.132	2.244	36.931	94.012	15.959	0.004	0.062	0.865	0.293	0.05	0.439	0.5	0.148	0.514	0.049	1.982	722.155	1.95	15.975	0.004	0.99
Mollisol	0.132	1.948	30.961	70.311	10.504	0.006	0.06	0.915	0.168	0.045	0.429	0.504	0.15	0.626	0.073	0.775	240.028	2.19	10.718	0.004	0.979
Mollisol	0.132	2.49	36.36	76.213	5.804	0.004	0.081	0.872	0.76	0.025	0.415	0.398	0.168	0.211	0.078	0.593	344.819	4.322	14.084	0.005	0.624
Mollisol	0.133	0.274	47.643	37.973	27.998	0.003	0.1	0.998	0.023	0.029	0.303	0.521	0.192	0.379	0.019	1.343	230.372	4.752	6.338	0.01	0.989
Mollisol	0.133	0.778	25.522	69.398	1.002	0.004	0.023	0.937	0.573	0.02	0.304	0.438	0.201	0.368	0.1	1.628	799.359	3.932	15.988	0.004	0.738
Mollisol	0.133	0.773	25.51	69.23	1.001	0.004	0.023	0.935	0.568	0.02	0.303	0.438	0.201	0.365	0.1	1.623	799.437	3.922	15.993	0.004	0.739
Mollisol	0.133	0.77	25.537	69.429	1.01	0.004	0.024	0.934	0.567	0.02	0.303	0.439	0.201	0.368	0.1	1.624	799.42	3.932	15.995	0.004	0.74
Mollisol	0.133	0.764	25.507	69.297	1.005	0.004	0.024	0.933	0.566	0.02	0.303	0.439	0.201	0.368	0.1	1.621	799.463	3.926	15.997	0.004	0.741
Mollisol	0.133	0.762	25.505	69.331	1.001	0.004	0.024	0.932	0.566	0.02	0.302	0.44	0.202	0.369	0.1	1.619	799.416	3.921	15.999	0.004	0.742
Mollisol	0.133	0.76	25.52	69.362	1.007	0.004	0.024	0.932	0.567	0.02	0.302	0.44	0.202	0.37	0.1	1.619	799.353	3.928	15.998	0.004	0.742
Mollisol	0.133	0.759	25.518	69.262	1.007	0.004	0.024	0.931	0.564	0.02	0.302	0.44	0.202	0.37	0.1	1.616	799.506	3.925	16	0.004	0.742
Mollisol	0.133	0.758	25.505	69.277	1.006	0.004	0.024	0.93	0.564	0.02	0.302	0.44	0.202	0.37	0.1	1.617	799.557	3.906	16	0.004	0.742
Mollisol	0.133	0.753	25.49	69.26	1.008	0.004	0.024	0.928	0.563	0.02	0.302	0.44	0.202	0.372	0.1	1.618	799.637	3.899	15.999	0.004	0.741
Mollisol	0.133	0.748	25.477	69.254	1.009	0.004	0.024	0.926	0.561	0.02	0.302	0.441	0.201	0.373	0.1	1.62	799.757	3.89	15.998	0.004	0.74
Mollisol	0.133	0.746	25.47	69.205	1.011	0.004	0.024	0.925	0.559	0.02	0.302	0.441	0.202	0.374	0.1	1.619	799.839	3.884	15.999	0.004	0.74
Mollisol	0.133	0.742	25.468	69.148	1.017	0.004	0.024	0.924	0.555	0.02	0.302	0.442	0.202	0.372	0.1	1.619	800.048	3.877	15.999	0.004	0.739
Mollisol	0.133	2.085	45.944	36.336	4.325	0.004	0.017	0.96	0.294	0.047	0.452	0.527	0.157	0.616	0.05	1.45	529.158	1.422	15.838	0.006	0.989
Mollisol	0.133	2.085	46.335	36.291	4.369	0.005	0.018	0.959	0.288	0.047	0.456	0.527	0.157	0.609	0.05	1.44	529.273	1.439	15.918	0.006	0.987
Mollisol	0.133	2.193	26.047	21.577	7.173	0.003	0.098	0.869	0.349	0.037	0.493	0.462	0.151	0.46	0.048	0.699	357.901	4.135	12.127	0.007	0.929
Mollisol	0.133	1.839	27.869	80.437	16.438	0.006	0.087	0.96	0.016	0.045	0.361	0.546	0.169	0.633	0.091	1.131	707.847	2.254	9.524	0.003	0.976
Mollisol	0.133	1.171	48.423	32.41	25.165	0.007	0.059	0.971	0.02	0.043	0.399	0.49	0.154	0.648	0.053	1.637	300.406	2.758	7.656	0.004	0.874
Mollisol	0.133	1.165	48.521	32.691	23.767	0.007	0.061	0.978	0.028	0.043	0.41	0.486	0.152	0.667	0.047	1.611	260.911	2.813	7.841	0.004	0.851
Mollisol	0.133	0.766	45.827	16.228	4.233	0.006	0.019	0.947	0.018	0.022	0.301	0.5	0.209	0.613	0.058	1.516	269.042	1.717	13.823	0.003	0.966
Mollisol	0.133	0.762	45.879	16.236	4.241	0.006	0.019	0.946	0.019	0.022	0.301	0.499	0.208	0.611	0.058	1.515	268.125	1.714	13.952	0.003	0.966
Mollisol	0.133	0.762	45.81	16.181	4.259	0.006	0.019	0.943	0.019	0.022	0.3	0.498	0.208	0.609	0.058	1.515	266.999	1.707	14.008	0.003	0.966
Mollisol	0.133	0.762	45.81	16.181	4.259	0.006	0.019	0.943	0.019	0.022	0.3	0.498	0.208	0.609	0.058	1.515	266.999	1.707	14.008	0.003	0.966
Mollisol	0.133	0.763	45.803	16.199	4.255	0.006	0.019	0.944	0.019	0.022	0.3	0.498	0.208	0.61	0.058	1.516	266.603	1.709	14.006	0.003	0.966
Mollisol	0.133	0.763	45.812	16.196	4.254	0.006	0.019	0.944	0.019	0.022	0.301	0.499	0.208	0.611	0.058	1.515	267.48	1.709	13.96	0.003	0.966
Mollisol	0.133	0.763	45.767	16.168	4.268	0.006	0.019	0.943	0.019	0.022	0.301	0.498	0.208	0.61	0.058	1.514	267.235	1.703	13.98	0.003	0.966
Mollisol	0.133	0.762	45.81	16.186	4.27	0.006	0.019	0.944	0.019	0.022	0.301	0.498	0.208	0.61	0.058	1.512	268.225	1.701	13.976	0.003	0.966
Mollisol	0.133	0.763	45.775	16.171	4.274	0.006	0.019	0.943	0.019	0.022	0.301	0.498	0.208	0.61	0.058	1.513	267.498	1.701	13.985	0.003	0.966
Mollisol	0.133	0.762	45.786	16.169	4.278	0.006	0.019	0.943	0.019	0.022	0.301	0.497	0.208	0.61	0.058	1.512	267.687	1.699	14.001	0.003	0.966
Mollisol	0.133	2.891	36.68	60.794	10.088	0.006	0.065	0.924	0.439	0.025	0.317	0.468	0.188	0.473	0.054	0.914	208.89	4.401	13.082	0.006	0.987
Mollisol	0.133	2.819	36.376	61.977	9.828	0.006	0.064	0.927	0.471	0.025	0.316	0.467	0.189	0.469	0.053	0.904	207.705	4.379	13.327	0.005	0.984
Mollisol	0.133	1.242	15.522	46.039	2.636	0.006	0.064	0.915	0.139	0.028	0.349	0.487	0.185	0.436	0.064	1.605	474.13	4.352	7.016	0.008	0.866
Mollisol	0.133	0.118	43.121	83.396	13.755	0.002	0.098	0.853	0.352	0.031	0.492	0.422	0.156	0.313	0.044	1.651	661.62	2.552	15.521	0.006	0.899
Mollisol	0.133	1.253	47.604	25.206	17.881	0.003	0.058	0.935	0.011	0.038	0.354	0.545	0.18	0.602	0.038	1.604	981.461	4.999	6.641	0.004	0.971
Mollisol	0.133	1.272	46.914	24.566	18.124	0.003	0.058	0.926	0.012	0.038	0.353	0.541	0.179	0.604	0.039	1.665	988.1	4.999	6.868	0.004	0.97
Mollisol	0.133	1.266	46.567	24.705	18.207	0.003	0.058	0.93	0.011	0.038	0.353	0.54	0.178	0.606	0.038	1.653	989.766	4.998	6.935	0.004	0.969
Mollisol	0.133	1.251	46.081	24.781	18.261	0.003	0.058	0.932	0.013	0.039	0.354	0.54	0.178	0.609	0.039	1.643	993.21	5	7.028	0.004	0.969
Mollisol	0.133	1.251	45.654	24.633	18.368	0.003	0.058	0.935	0.012	0.039	0.353	0.538	0.177	0.611	0.039	1.652	996.006	4.999	7.187	0.004	0.968
Mollisol	0.133	1.257	45.832	24.613	18.344	0.003	0.058	0.932	0.012	0.039	0.353	0.539	0.177	0.609	0.039	1.653	995.01	4.999	7.114	0.004	0.969
Mollisol	0.133	1.25	45.986	24.765	18.261	0.003	0.058	0.933	0.013	0.039	0.354	0.541	0.178	0.61	0.039	1.618	994.104	5	7.035	0.004	0.97
Mollisol	0.133	1.252	46.09	24.722	18.247	0.003	0.058	0.932	0.012	0.039	0.354	0.541	0.178	0.609	0.039	1.627	993.516	5	7.033	0.004	0.969
Mollisol	0.133	1.255	46.039	24.634	18.287	0.003	0.058	0.932	0.012	0.039	0.354	0.54	0.178	0.609	0.039	1.645	993.934	5	7.069	0.004	0.969
Mollisol	0.133	1.252	46.097	24.644	18.274	0.003	0.058	0.932	0.012	0.039	0.354	0.54	0.178	0.609	0.039	1.641	993.701	5	7.063	0.004	0.969
Mollisol	0.133	2.513	43.826	34.881	9.913	0.002	0.08	0.902	0.528	0.032	0.399	0.465	0.169	0.423	0.048	0.682	706.66	4.108	15.7	0.005	0.674
Mollisol	0.133	0.22	42.26	38.254	7.085	0.007	0.042	0.923	0.573	0.044	0.386	0.515	0.162	0.6	0.047	1.947	282.086	3.225	10.662	0.006	0.755
Mollisol	0.133	0.216	42.075	37.035	6.736	0.007	0.04	0.933	0.577	0.044	0.386	0.514	0.161	0.594	0.048	1.943	285.821	3.194	11.086	0.006	0.756
Mollisol	0.133	0.216	42.075	37.035	6.736	0.007	0.04	0.933	0.577	0.044	0.386	0.514	0.161	0.594	0.048	1.943	285.821	3.194	11.086	0.006	0.756
Mollisol	0.133	0.224	42.176	37.453	6.727	0.007	0.04	0.933	0.575	0.044	0.388	0.514	0.161	0.597	0.048	1.943	283.273	3.186	10.971	0.006	0.757
Mollisol	0.133	0.23	42.308	36.964	6.737	0.007	0.04	0.935	0.576	0.044	0.387	0.513	0.161	0.596	0.048	1.945	284.248	3.19	11.057	0.006	0.757
Mollisol	0.133	0.224	42.283	37.35	6.758	0.007	0.04	0.935	0.577	0.044	0.388	0.514	0.161	0.598	0.048	1.944	283.055	3.195	10.984	0.006	0.757
Mollisol	0.133	0.227	42.195	37.213	6.748	0.007	0.04	0.932	0.574	0.044	0.387	0.514	0.162	0.596	0.048	1.944	284.028	3.188	11.004	0.006	0.756
Mollisol	0.133	0.233	42.182	36.805	6.703	0.007	0.04	0.932	0.572	0.044	0.386	0.513	0.162	0.593	0.048	1.945	285.493	3.179	11.08	0.006	0.756
Mollisol	0.133	0.231	42.185	36.762	6.701	0.007	0.04	0.932	0.572	0.043	0.386	0.513	0.162	0.593	0.048	1.946	285.594	3.18	11.102	0.006	0.757
Mollisol	0.133	0.23	42.172	36.772	6.698	0.007	0.04	0.933	0.572	0.043	0.386	0.513	0.162	0.593	0.048	1.945	285.538	3.18	11.104	0.006	0.756
Mollisol	0.133	0.235	42.059	36.428	6.64	0.007	0.039	0.93	0.568	0.043	0.385	0.512	0.162	0.589	0.048	1.945	287.378	3.164	11.17	0.006	0.756
Mollisol	0.133	0.231	42.101	36.644	6.662	0.007	0.039	0.932	0.57	0.043	0.386	0.513	0.162	0.592	0.048	1.945	286.31	3.171	11.133	0.006	0.756
Mollisol	0.133	0.232	42.066	36.628	6.66	0.007	0.039	0.931	0.569	0.043	0.386	0.513	0.162	0.591	0.048	1.945	286.542	3.168	11.131	0.006	0.756
Mollisol	0.133	0.231	42.071	36.654	6.665	0.007	0.04	0.931	0.569	0.043	0.386	0.513	0.162	0.591	0.048	1.945	286.559	3.169	11.128	0.006	0.756
Mollisol	0.133	0.231	42.079	36.595	6.669	0.007	0.039	0.931	0.569	0.043	0.386	0.513	0.162	0.591	0.048	1.946	286.841	3.17	11.14	0.006	0.756
Mollisol	0.133	0.229	42.105	36.768	6.716	0.007	0.04	0.929	0.569	0.043	0.386	0.513	0.162	0.592	0.048	1.946	286.595	3.175	11.089	0.006	0.757
Mollisol	0.133	0.229	42.234	36.707	6.796	0.007	0.04	0.928	0.57	0.043	0.386	0.513	0.162	0.591	0.048	1.949	287.764	3.185	11.078	0.006	0.759
Mollisol	0.133	0.225	42.355	36.659	6.865	0.007	0.04	0.928	0.573	0.043	0.386	0.512	0.162	0.592	0.048	1.952	288.663	3.198	11.085	0.006	0.761
Mollisol	0.133	0.225	42.555	36.368	6.925	0.007	0.04	0.929	0.575	0.043	0.386	0.512	0.161	0.591	0.048	1.957	290.487	3.21	11.144	0.006	0.764
Mollisol	0.133	0.203	42.366	36.501	6.939	0.007	0.04	0.931	0.577	0.043	0.385	0.512	0.161	0.592	0.048	1.955	290.627	3.215	11.202	0.006	0.766
Mollisol	0.133	0.209	42.573	36.432	6.993	0.007	0.04	0.93	0.578	0.043	0.386	0.512	0.161	0.592	0.048	1.959	291.45	3.223	11.175	0.006	0.768
Mollisol	0.133	0.179	42.525	36.155	6.955	0.007	0.04	0.938	0.585	0.043	0.386	0.512	0.16	0.593	0.049	1.96	293.267	3.232	11.393	0.006	0.773
Mollisol	0.133	0.176	42.73	36.176	7.018	0.007	0.041	0.939	0.589	0.043	0.388	0.512	0.16	0.594	0.049	1.964	294.184	3.243	11.386	0.006	0.777
Mollisol	0.133	0.17	42.602	36.418	6.998	0.007	0.041	0.939	0.588	0.043	0.388	0.512	0.16	0.595	0.049	1.961	293.323	3.239	11.358	0.006	0.776
Mollisol	0.133	0.179	42.74	36.665	7.028	0.007	0.041	0.936	0.588	0.043	0.39	0.513	0.16	0.596	0.049	1.963	293.073	3.238	11.245	0.006	0.777
Mollisol	0.133	0.182	42.863	36.8	7.053	0.007	0.041	0.937	0.589	0.043	0.391	0.513	0.159	0.597	0.049	1.964	292.828	3.242	11.197	0.006	0.779
Mollisol	0.133	0.184	42.879	36.802	7.059	0.007	0.041	0.936	0.589	0.043	0.391	0.513	0.159	0.596	0.049	1.964	293.07	3.24	11.183	0.006	0.779
Mollisol	0.133	0.187	42.892	36.792	7.057	0.007	0.041	0.935	0.588	0.043	0.391	0.513	0.159	0.596	0.049	1.964	293.095	3.239	11.172	0.006	0.778
Mollisol	0.133	0.187	42.888	36.675	7.037	0.007	0.041	0.936	0.588	0.043	0.391	0.513	0.159	0.596	0.049	1.964	293.223	3.238	11.21	0.006	0.778
Mollisol	0.133	0.186	42.89	36.689	7.037	0.007	0.041	0.936	0.589	0.043	0.391	0.513	0.159	0.596	0.049	1.964	293.155	3.239	11.212	0.006	0.778
Mollisol	0.133	0.186	42.9	36.745	7.048	0.007	0.041	0.936	0.589	0.043	0.391	0.513	0.159	0.596	0.049	1.964	293.141	3.239	11.191	0.006	0.779
Mollisol	0.133	0.701	49.602	66.803	56.634	0.003	0.1	0.956	0.02	0.042	0.499	0.359	0.125	0.34	0.067	0.782	304.379	4.312	15.582	0.005	0.984
Mollisol	0.133	2.223	36.8	94.322	16.028	0.004	0.061	0.863	0.305	0.05	0.434	0.499	0.148	0.514	0.05	1.982	730.977	1.927	15.938	0.004	0.983
Mollisol	0.133	1.967	30.661	69.538	10.484	0.006	0.062	0.912	0.179	0.044	0.424	0.502	0.152	0.638	0.072	0.812	250.347	2.202	10.809	0.003	0.967
Mollisol	0.133	2.353	36.048	74.768	5.627	0.004	0.081	0.864	0.776	0.025	0.425	0.396	0.166	0.22	0.079	0.586	346.763	4.221	14.085	0.005	0.636
Mollisol	0.133	2.387	36.128	75.097	5.582	0.004	0.081	0.867	0.774	0.025	0.42	0.397	0.166	0.222	0.078	0.586	344.647	4.239	14.096	0.005	0.629
Mollisol	0.133	0.743	40.468	25.514	15.442	0.006	0.099	0.958	0.475	0.044	0.441	0.505	0.154	0.57	0.052	1.495	454.567	3.97	10.417	0.006	0.866
Mollisol	0.134	2.409	32.021	73.221	4.221	0.005	0.06	0.917	0.49	0.044	0.495	0.456	0.144	0.405	0.098	1.821	999.419	4.443	8.601	0.009	0.536
Mollisol	0.134	1.546	40.643	5.213	1.825	0.001	0.039	0.9	0.492	0.042	0.431	0.452	0.159	0.913	0.021	0.54	362.336	4.796	13.223	0.004	0.743
Mollisol	0.134	0.281	47.541	37.609	28.925	0.003	0.1	0.999	0.026	0.029	0.296	0.527	0.197	0.38	0.019	1.329	229.214	4.824	6.147	0.01	0.99
Mollisol	0.134	1.583	33.933	27.125	12.716	0.01	0.073	0.974	0.314	0.049	0.402	0.524	0.161	0.487	0.096	1.46	546.605	4.904	8.481	0.009	0.907
Mollisol	0.134	0.753	25.403	69.383	1.024	0.004	0.023	0.934	0.6	0.02	0.306	0.437	0.201	0.376	0.1	1.63	799.163	3.961	15.984	0.004	0.736
Mollisol	0.134	0.762	25.4	69.671	1.067	0.004	0.025	0.939	0.602	0.02	0.305	0.436	0.201	0.378	0.099	1.626	798.332	4.008	15.98	0.004	0.737
Mollisol	0.134	0.771	25.537	69.725	1.037	0.004	0.023	0.94	0.598	0.02	0.307	0.436	0.2	0.376	0.1	1.629	799.595	3.994	15.981	0.004	0.734
Mollisol	0.134	0.779	25.563	69.834	1.06	0.004	0.024	0.942	0.597	0.02	0.307	0.436	0.2	0.377	0.1	1.627	799.411	4.038	15.978	0.004	0.735
Mollisol	0.134	0.779	25.563	69.834	1.06	0.004	0.024	0.942	0.597	0.02	0.307	0.436	0.2	0.377	0.1	1.627	799.411	4.038	15.978	0.004	0.735
Mollisol	0.134	0.781	25.552	70.004	1.077	0.004	0.025	0.944	0.598	0.02	0.306	0.436	0.2	0.376	0.1	1.626	798.997	4.043	15.978	0.004	0.735
Mollisol	0.134	0.787	25.608	69.946	1.065	0.004	0.024	0.944	0.596	0.02	0.307	0.436	0.199	0.376	0.1	1.627	799.22	4.043	15.976	0.004	0.735
Mollisol	0.134	0.789	25.615	69.977	1.063	0.004	0.024	0.945	0.594	0.021	0.307	0.436	0.199	0.375	0.1	1.628	799.497	4.051	15.977	0.004	0.734
Mollisol	0.134	0.79	25.625	69.982	1.063	0.004	0.024	0.944	0.592	0.02	0.307	0.436	0.199	0.373	0.1	1.63	799.346	4.043	15.976	0.004	0.733
Mollisol	0.134	0.792	25.65	69.91	1.055	0.004	0.024	0.944	0.59	0.02	0.307	0.436	0.199	0.372	0.1	1.629	799.303	4.052	15.978	0.004	0.735
Mollisol	0.134	0.792	25.65	69.91	1.055	0.004	0.024	0.944	0.59	0.02	0.307	0.436	0.199	0.372	0.1	1.629	799.303	4.052	15.978	0.004	0.735
Mollisol	0.134	0.792	25.658	69.897	1.063	0.004	0.024	0.944	0.588	0.02	0.307	0.436	0.199	0.371	0.1	1.626	799.503	4.058	15.979	0.004	0.735
Mollisol	0.134	0.793	25.649	69.761	1.045	0.004	0.024	0.943	0.581	0.02	0.307	0.436	0.199	0.367	0.1	1.63	799.662	4.011	15.981	0.004	0.733
Mollisol	0.134	0.786	25.566	69.496	1.016	0.004	0.024	0.938	0.576	0.02	0.305	0.437	0.2	0.366	0.1	1.63	799.377	3.945	15.986	0.004	0.736
Mollisol	0.134	2.09	45.865	36.744	4.206	0.004	0.017	0.962	0.294	0.048	0.449	0.528	0.157	0.626	0.05	1.462	532.387	1.381	15.886	0.006	0.956
