Soil	BESTF	VPL	VPC	KPL	KPC	rEP	pEP	fP2D	gB2D	VD	KD	YG	alpha	LCI	pEM	VM	KM	Qmax	KBA	Kdes	r0
Gelisol	0.301	0.493	41.978	47.729	18.146	0.0001	0.01	0.571	0.542	0.043	0.09	0.537	0.5	0.126	0.07	0.283	725.965	2.271	11.45	0.002	0.254
Gelisol	0.301	0.495	42.576	47.756	15.957	0.0001	0.009	0.572	0.528	0.043	0.09	0.538	0.5	0.13	0.071	0.289	716.513	2.283	11.398	0.002	0.292
Gelisol	0.301	1.919	40.152	31.755	17.224	0.0001	0.009	0.574	0.694	0.05	0.096	0.533	0.472	0.102	0.057	0.419	865.308	4.093	8.006	0.005	0.971
Gelisol	0.301	1.356	9.064	67.685	6.958	0.0001	0.028	0.715	0.186	0.05	0.106	0.527	0.454	0.267	0.06	0.427	753.448	4.814	15.166	0.001	0.955
Gelisol	0.301	1.356	9.327	69.397	7.442	0.0001	0.03	0.723	0.185	0.05	0.106	0.528	0.455	0.269	0.06	0.427	749.462	4.901	15.234	0.001	0.963
Gelisol	0.301	0.453	45.057	1.025	59.043	0.0001	0.099	0.574	0.352	0.05	0.087	0.484	0.489	0.295	0.066	0.323	694.861	4.849	7.254	0.006	0.729
Gelisol	0.302	3	22.506	29.469	69.348	0.0001	0.099	0.578	0.018	0.05	0.085	0.61	0.497	0.117	0.012	0.992	559.294	2.593	12.257	0.002	0.947
Gelisol	0.302	1.926	41.366	32.994	18.556	0.0001	0.009	0.564	0.708	0.05	0.097	0.53	0.469	0.102	0.057	0.421	867.973	4.067	7.964	0.005	0.979
Gelisol	0.302	1.923	39.253	31.931	18.211	0.0001	0.01	0.562	0.695	0.05	0.095	0.531	0.472	0.102	0.057	0.415	867.273	4.044	7.928	0.005	0.978
Gelisol	0.302	1.356	9.188	68.946	6.597	0.0001	0.027	0.682	0.192	0.05	0.107	0.523	0.451	0.261	0.06	0.432	767.391	4.47	14.98	0.001	0.946
Gelisol	0.302	1.356	8.299	63.798	5.338	0.0001	0.024	0.696	0.189	0.05	0.106	0.522	0.452	0.264	0.06	0.428	763.724	4.579	15.006	0.001	0.932
Gelisol	0.302	1.356	8.568	65.898	5.749	0.0001	0.025	0.694	0.189	0.05	0.106	0.523	0.452	0.264	0.06	0.428	764.205	4.558	15.033	0.001	0.936
Gelisol	0.302	1.356	8.628	62.673	6.087	0.0001	0.025	0.698	0.188	0.05	0.106	0.521	0.451	0.263	0.06	0.427	765.614	4.578	15.002	0.001	0.934
Gelisol	0.302	1.356	8.764	63.643	6.17	0.0001	0.025	0.702	0.188	0.05	0.106	0.522	0.452	0.263	0.06	0.427	764.458	4.628	15	0.001	0.937
Gelisol	0.302	1.356	8.882	67.43	6.279	0.0001	0.027	0.701	0.189	0.05	0.106	0.525	0.453	0.263	0.06	0.429	761.115	4.66	15.022	0.001	0.946
Gelisol	0.302	2.083	45.72	35.429	7.207	0.0001	0.001	0.721	0.302	0.05	0.087	0.583	0.499	0.323	0.014	0.765	419.754	1.891	11.289	0.002	0.289
Gelisol	0.302	2.101	46.022	33.262	7.195	0.0001	0.001	0.721	0.31	0.05	0.086	0.583	0.498	0.323	0.013	0.753	419.386	1.907	11.233	0.002	0.289
Gelisol	0.302	2.097	46.08	33.395	7.209	0.0001	0.001	0.722	0.314	0.05	0.086	0.583	0.498	0.323	0.013	0.759	419.202	1.907	11.174	0.002	0.29
Gelisol	0.302	2.095	46.134	33.443	7.236	0.0001	0.001	0.723	0.317	0.05	0.086	0.583	0.498	0.322	0.013	0.775	418.81	1.908	11.117	0.002	0.291
Gelisol	0.302	2.087	46.101	33.605	7.202	0.0001	0.001	0.722	0.315	0.05	0.086	0.582	0.498	0.322	0.013	0.78	418.682	1.907	11.144	0.002	0.29
Gelisol	0.302	2.085	46.141	33.761	7.219	0.0001	0.001	0.723	0.318	0.05	0.086	0.582	0.498	0.322	0.013	0.788	418.539	1.906	11.086	0.002	0.29
Gelisol	0.302	2.089	46.169	33.616	7.264	0.0001	0.001	0.723	0.319	0.05	0.086	0.583	0.498	0.322	0.013	0.794	418.341	1.908	11.078	0.002	0.291
Gelisol	0.302	2.083	46.185	33.891	7.251	0.0001	0.001	0.724	0.32	0.05	0.086	0.583	0.498	0.321	0.013	0.8	418.216	1.907	11.046	0.002	0.291
Gelisol	0.302	2.079	46.22	33.951	7.244	0.0001	0.001	0.723	0.322	0.05	0.086	0.582	0.498	0.321	0.013	0.813	417.904	1.909	11.026	0.002	0.291
Gelisol	0.302	2.075	46.226	34.114	7.254	0.0001	0.001	0.724	0.321	0.05	0.086	0.582	0.498	0.321	0.013	0.822	417.48	1.909	11.023	0.002	0.291
Gelisol	0.302	2.073	46.209	34.412	7.263	0.0001	0.001	0.723	0.321	0.05	0.086	0.582	0.498	0.321	0.012	0.835	417.419	1.908	11.025	0.002	0.291
Gelisol	0.302	2.066	46.22	34.799	7.27	0.0001	0.001	0.723	0.321	0.05	0.086	0.581	0.498	0.32	0.012	0.854	416.729	1.909	11.009	0.002	0.29
Gelisol	0.302	2.064	46.172	35.192	7.298	0.0001	0.001	0.723	0.319	0.05	0.087	0.582	0.498	0.32	0.012	0.865	416.681	1.908	11.03	0.002	0.29
Gelisol	0.302	2.068	46.188	34.846	7.28	0.0001	0.001	0.722	0.319	0.05	0.086	0.582	0.498	0.32	0.012	0.855	416.89	1.909	11.043	0.002	0.29
Gelisol	0.302	2.068	46.188	34.846	7.28	0.0001	0.001	0.722	0.319	0.05	0.086	0.582	0.498	0.32	0.012	0.855	416.89	1.909	11.043	0.002	0.29
Gelisol	0.302	2.068	46.165	34.941	7.287	0.0001	0.001	0.722	0.318	0.05	0.086	0.582	0.498	0.32	0.012	0.855	416.988	1.91	11.062	0.002	0.29
Gelisol	0.303	0.493	40.704	47.882	21.704	0.0001	0.012	0.577	0.565	0.043	0.088	0.542	0.5	0.123	0.069	0.264	736.493	2.246	11.609	0.002	0.2
Gelisol	0.303	2.998	23.895	32.049	73.234	0.0001	0.098	0.573	0.015	0.05	0.085	0.601	0.497	0.116	0.012	0.999	557.208	2.616	12.247	0.002	0.93
Gelisol	0.303	1.926	42.02	31.539	18.465	0.0001	0.009	0.578	0.695	0.05	0.096	0.528	0.469	0.101	0.056	0.426	867.035	4.067	8.084	0.005	0.976
Gelisol	0.303	1.356	9.343	72.287	7.219	0.0001	0.027	0.675	0.193	0.05	0.107	0.522	0.45	0.265	0.06	0.432	770.623	4.374	15.06	0.001	0.941
Gelisol	0.303	2.143	46.64	29.645	7.228	0.0001	0.001	0.719	0.329	0.05	0.084	0.583	0.498	0.323	0.013	0.747	418.654	1.931	11.049	0.002	0.294
Gelisol	0.303	2.123	46.334	31.357	7.145	0.0001	0.001	0.717	0.317	0.05	0.085	0.581	0.498	0.323	0.013	0.749	418.48	1.918	11.148	0.002	0.293
Gelisol	0.304	0.488	41.047	47.677	25.221	0.0001	0.014	0.573	0.575	0.043	0.089	0.541	0.5	0.139	0.069	0.265	749.07	2.237	11.611	0.002	0.18
Gelisol	0.304	2.166	46.787	27.566	7.35	0.0001	0.001	0.723	0.332	0.05	0.083	0.585	0.498	0.324	0.012	0.706	419.658	1.94	11.116	0.002	0.291
Gelisol	0.304	2.167	46.687	28.373	7.299	0.0001	0.001	0.718	0.325	0.05	0.083	0.583	0.498	0.324	0.013	0.724	419.807	1.933	11.056	0.002	0.293
Gelisol	0.304	0.448	45.205	1.04	57.757	0.0001	0.099	0.567	0.301	0.05	0.087	0.477	0.485	0.283	0.069	0.264	555.638	4.998	7.044	0.006	0.674
Gelisol	0.305	0.488	40.018	47.78	26.763	0.0001	0.015	0.577	0.589	0.043	0.088	0.543	0.5	0.132	0.068	0.253	757.775	2.222	11.756	0.002	0.147
Gelisol	0.305	1.931	39.904	33.185	19.024	0.0001	0.013	0.54	0.709	0.05	0.095	0.53	0.468	0.102	0.057	0.426	871.097	4.061	7.996	0.005	0.98
Gelisol	0.305	1.357	9.574	76.163	8.608	0.0001	0.026	0.675	0.192	0.05	0.107	0.52	0.45	0.27	0.06	0.433	772.404	4.354	15.194	0.001	0.939
Gelisol	0.305	2.203	47.051	25.16	7.522	0.0001	0.001	0.728	0.343	0.05	0.083	0.584	0.498	0.323	0.012	0.723	420.129	1.951	10.919	0.002	0.291
Gelisol	0.305	2.172	46.984	27.011	7.63	0.0001	0.001	0.73	0.346	0.05	0.082	0.591	0.498	0.323	0.012	0.711	420.715	1.953	11.023	0.002	0.288
Gelisol	0.305	0.425	46.217	1.029	55.544	0.0001	0.1	0.569	0.188	0.05	0.09	0.456	0.483	0.243	0.073	0.281	612.569	4.657	6.824	0.007	0.663
Gelisol	0.306	0.486	41.035	47.394	23.189	0.0001	0.017	0.575	0.587	0.043	0.087	0.533	0.5	0.179	0.069	0.253	734.554	2.209	11.503	0.002	0.179
Gelisol	0.306	1.931	41.284	34.15	19.927	0.0001	0.013	0.521	0.699	0.05	0.093	0.522	0.467	0.106	0.057	0.459	871.979	4.106	7.887	0.005	0.979
Gelisol	0.306	1.358	13.014	75.198	14.401	0.0001	0.035	0.664	0.192	0.05	0.109	0.516	0.444	0.252	0.06	0.437	798.829	4.263	14.823	0.001	0.967
Gelisol	0.306	2.205	47.21	25.908	7.932	0.0001	0.001	0.739	0.362	0.05	0.083	0.592	0.498	0.323	0.011	0.769	421.753	1.979	10.889	0.002	0.287
Gelisol	0.306	2.214	47.159	25.801	7.707	0.0001	0.001	0.732	0.354	0.05	0.083	0.589	0.498	0.323	0.012	0.724	420.649	1.959	10.868	0.002	0.288
Gelisol	0.306	2.191	47.056	26.285	7.703	0.0001	0.001	0.739	0.355	0.05	0.083	0.591	0.498	0.323	0.011	0.706	421.306	1.961	10.852	0.002	0.29
Gelisol	0.306	0.423	46.483	1.01	54.994	0.0001	0.1	0.564	0.14	0.05	0.092	0.449	0.483	0.223	0.074	0.281	630.98	4.409	6.668	0.007	0.637
Gelisol	0.307	0.478	39.587	47.508	28.664	0.0001	0.023	0.582	0.61	0.043	0.086	0.543	0.5	0.194	0.066	0.229	749.882	2.184	11.745	0.002	0.101
Gelisol	0.307	1.934	39.47	34.825	20.049	0.0001	0.015	0.513	0.7	0.05	0.092	0.523	0.468	0.106	0.057	0.458	871.087	4.065	7.892	0.005	0.989
Gelisol	0.307	2.23	47.247	25.62	7.752	0.0001	0.001	0.727	0.355	0.05	0.083	0.59	0.498	0.323	0.012	0.765	420.978	1.963	10.878	0.002	0.285
Gelisol	0.307	0.417	47.025	1.042	54.449	0.0001	0.1	0.56	0.108	0.05	0.091	0.447	0.481	0.211	0.076	0.25	565.668	4.428	6.554	0.007	0.625
Gelisol	0.308	1.934	40.928	35.469	20.339	0.0001	0.016	0.51	0.695	0.05	0.092	0.518	0.466	0.105	0.057	0.47	872.815	4.07	7.939	0.005	0.981
Gelisol	0.308	1.359	16.456	75.778	21.237	0.0001	0.039	0.676	0.191	0.05	0.11	0.51	0.437	0.241	0.061	0.438	828.239	4.313	14.508	0.001	0.974
Gelisol	0.308	1.359	16.185	74.683	20.631	0.0001	0.038	0.684	0.191	0.05	0.109	0.511	0.438	0.242	0.061	0.437	824.355	4.381	14.52	0.001	0.97
Gelisol	0.308	1.359	14.892	72.13	18.498	0.0001	0.034	0.682	0.191	0.05	0.109	0.511	0.44	0.247	0.061	0.436	814.842	4.366	14.631	0.001	0.96
Gelisol	0.308	2.254	47.692	23.332	7.715	0.0001	0.001	0.713	0.353	0.049	0.081	0.582	0.498	0.324	0.012	0.701	418.084	1.959	10.971	0.002	0.28
Gelisol	0.308	0.416	48.058	1.004	53.713	0.0001	0.1	0.549	0.059	0.05	0.092	0.445	0.481	0.19	0.078	0.221	513.01	4.273	6.293	0.007	0.603
Gelisol	0.309	0.484	41.272	47.06	23.916	0.0001	0.019	0.57	0.594	0.043	0.087	0.527	0.5	0.196	0.07	0.255	740.015	2.193	11.492	0.002	0.19
Gelisol	0.309	1.93	40.81	34.947	20.534	0.0001	0.018	0.503	0.685	0.05	0.091	0.517	0.468	0.108	0.056	0.491	872.451	4.072	7.865	0.005	0.988
Gelisol	0.309	1.934	40.747	35.68	20.64	0.0001	0.017	0.508	0.689	0.05	0.091	0.518	0.467	0.107	0.056	0.479	872.269	4.076	7.905	0.005	0.986
Gelisol	0.309	1.359	17.191	72.397	22.065	0.0001	0.042	0.644	0.194	0.05	0.111	0.507	0.435	0.236	0.061	0.441	835.006	4.012	14.507	0.001	0.979
Gelisol	0.309	1.359	17.376	75.325	22.478	0.0001	0.041	0.662	0.192	0.05	0.111	0.508	0.435	0.236	0.061	0.44	835.325	4.188	14.44	0.001	0.982
Gelisol	0.309	1.359	17.154	76.584	22.129	0.0001	0.042	0.667	0.191	0.05	0.11	0.51	0.435	0.238	0.061	0.439	833.552	4.245	14.467	0.001	0.983
Gelisol	0.309	1.359	16.62	74.752	21.541	0.0001	0.039	0.672	0.192	0.05	0.11	0.51	0.436	0.24	0.061	0.439	829.851	4.276	14.49	0.001	0.975
Gelisol	0.309	2.248	47.761	23.516	7.525	0.0001	0.001	0.708	0.345	0.049	0.081	0.584	0.498	0.325	0.013	0.661	418.5	1.941	10.902	0.002	0.279
Gelisol	0.309	0.41	49.116	1.067	53.803	0.0001	0.099	0.538	0.028	0.05	0.092	0.448	0.479	0.17	0.08	0.2	474.004	4.07	6.137	0.007	0.61
Gelisol	0.309	0.409	48.536	1.03	53.715	0.0001	0.1	0.545	0.04	0.05	0.092	0.448	0.48	0.18	0.079	0.213	493.671	4.269	6.204	0.007	0.606
Gelisol	0.309	0.409	48.536	1.03	53.715	0.0001	0.1	0.545	0.04	0.05	0.092	0.448	0.48	0.18	0.079	0.213	493.671	4.269	6.204	0.007	0.606
Gelisol	0.31	0.477	41.143	46.933	26.416	0.0001	0.022	0.576	0.606	0.043	0.087	0.531	0.5	0.24	0.068	0.241	739.524	2.173	11.461	0.002	0.143
Gelisol	0.31	1.359	17.723	71.385	22.628	0.0001	0.047	0.634	0.195	0.05	0.111	0.508	0.434	0.234	0.061	0.441	842.598	3.944	14.433	0.001	0.982
Gelisol	0.31	2.265	47.851	22.381	7.503	0.0001	0.001	0.699	0.346	0.049	0.081	0.578	0.499	0.325	0.013	0.618	415.846	1.939	10.94	0.003	0.277
Gelisol	0.31	2.265	47.851	22.381	7.503	0.0001	0.001	0.699	0.346	0.049	0.081	0.578	0.499	0.325	0.013	0.618	415.846	1.939	10.94	0.003	0.277
Gelisol	0.311	1.93	39.659	34.919	20.652	0.0001	0.019	0.49	0.675	0.05	0.092	0.51	0.466	0.107	0.057	0.502	873.619	4.027	7.887	0.005	0.978
Gelisol	0.311	1.359	16.859	69.009	21.585	0.0001	0.041	0.622	0.194	0.05	0.112	0.503	0.434	0.236	0.061	0.444	833.493	3.814	14.579	0.001	0.985
Gelisol	0.311	0.406	49.691	1.015	52.518	0.0001	0.099	0.522	0.02	0.05	0.092	0.452	0.482	0.159	0.08	0.18	468.282	3.466	5.918	0.008	0.636
Gelisol	0.311	0.405	49.67	1.061	52.998	0.0001	0.099	0.529	0.022	0.05	0.094	0.444	0.479	0.16	0.081	0.188	466.086	3.742	5.944	0.008	0.622
Gelisol	0.312	0.463	41.083	46.564	32.355	0.0001	0.033	0.568	0.605	0.043	0.087	0.534	0.5	0.265	0.067	0.24	765.562	2.152	11.829	0.002	0.125
Gelisol	0.312	1.359	16.294	67.177	21.06	0.0001	0.042	0.601	0.195	0.05	0.113	0.502	0.435	0.236	0.061	0.451	833.611	3.675	14.607	0.001	0.985
Gelisol	0.312	1.359	16.294	67.177	21.06	0.0001	0.042	0.601	0.195	0.05	0.113	0.502	0.435	0.236	0.061	0.451	833.611	3.675	14.607	0.001	0.985
Gelisol	0.312	1.359	16.168	66.948	21.17	0.0001	0.043	0.598	0.195	0.05	0.113	0.502	0.435	0.236	0.061	0.454	833.559	3.692	14.626	0.001	0.981
Gelisol	0.312	1.359	16.428	67.475	21.23	0.0001	0.042	0.604	0.195	0.05	0.112	0.502	0.435	0.236	0.061	0.449	832.989	3.68	14.603	0.001	0.988
Gelisol	0.312	1.359	16.187	70.898	20.751	0.0001	0.039	0.615	0.194	0.05	0.112	0.503	0.435	0.239	0.061	0.448	829.639	3.809	14.66	0.001	0.988
Gelisol	0.312	1.359	16.401	70.299	20.81	0.0001	0.039	0.613	0.195	0.05	0.112	0.503	0.435	0.239	0.061	0.445	830.501	3.751	14.634	0.001	0.985
Gelisol	0.312	2.286	48.004	21.375	7.584	0.0001	0.001	0.688	0.346	0.049	0.08	0.564	0.499	0.324	0.013	0.719	417.849	1.964	11.189	0.003	0.276
Gelisol	0.313	0.456	41.567	46.213	34.291	0.0001	0.031	0.558	0.601	0.043	0.089	0.535	0.5	0.258	0.067	0.257	788.765	2.164	11.855	0.002	0.134
Gelisol	0.313	1.929	37.859	34.757	20.851	0.0001	0.022	0.479	0.66	0.049	0.094	0.507	0.467	0.105	0.06	0.509	872.225	3.96	7.879	0.005	0.966
Gelisol	0.313	1.93	37.573	34.857	20.984	0.0001	0.025	0.482	0.664	0.049	0.093	0.508	0.466	0.107	0.059	0.51	871.826	3.967	7.911	0.005	0.974
Gelisol	0.313	1.359	16.853	61.779	21.365	0.0001	0.044	0.586	0.197	0.05	0.113	0.5	0.434	0.232	0.061	0.464	837.785	3.612	14.596	0.001	0.903
Gelisol	0.313	0.412	49.74	1.07	52.072	0.0001	0.098	0.513	0.016	0.05	0.091	0.457	0.484	0.155	0.08	0.168	464.46	3.186	5.859	0.009	0.649
Gelisol	0.314	0.452	41.254	46.212	35.987	0.0001	0.036	0.558	0.603	0.043	0.088	0.537	0.5	0.274	0.066	0.249	790.819	2.146	12	0.002	0.117
Gelisol	0.314	2.998	26.387	55.973	55.871	0.0001	0.099	0.56	0.018	0.05	0.085	0.485	0.499	0.103	0.012	0.919	396.955	2.693	12.239	0.002	0.778
Gelisol	0.314	2.999	26.626	57.026	57.269	0.0001	0.099	0.557	0.021	0.05	0.085	0.493	0.5	0.108	0.012	0.9	391.61	2.682	12.219	0.002	0.764
Gelisol	0.314	2.998	25.457	47.635	63.522	0.0001	0.099	0.563	0.017	0.05	0.087	0.522	0.496	0.109	0.012	0.935	446.151	2.676	12.234	0.002	0.819
Gelisol	0.314	1.933	36.386	34.729	20.495	0.0001	0.025	0.482	0.667	0.049	0.096	0.513	0.466	0.102	0.061	0.483	871.838	3.951	7.954	0.005	0.986
Gelisol	0.314	1.358	16.503	57.819	22.565	0.0001	0.057	0.56	0.195	0.05	0.113	0.499	0.434	0.229	0.062	0.472	839.121	3.428	14.582	0.001	0.944
Gelisol	0.314	1.358	15.675	61.931	21.465	0.0001	0.052	0.572	0.193	0.05	0.113	0.503	0.434	0.233	0.061	0.469	836.638	3.609	14.655	0.001	0.943
Gelisol	0.314	0.407	49.625	1.006	52.229	0.0001	0.099	0.517	0.015	0.05	0.09	0.458	0.486	0.154	0.08	0.165	465.028	3.031	5.842	0.009	0.65
Gelisol	0.315	0.453	41.73	46.219	33.648	0.0001	0.039	0.563	0.597	0.043	0.088	0.532	0.5	0.295	0.067	0.246	771.536	2.141	11.942	0.002	0.121
Gelisol	0.315	0.453	40.468	46.658	34.139	0.0001	0.041	0.576	0.61	0.043	0.086	0.539	0.499	0.297	0.065	0.221	762.884	2.126	12.008	0.002	0.066
Gelisol	0.315	2.999	25.751	62.602	52.818	0.0001	0.099	0.556	0.02	0.05	0.086	0.492	0.498	0.126	0.012	0.894	387.964	2.595	12.218	0.002	0.755
Gelisol	0.315	1.358	17.29	57.778	21.426	0.0001	0.057	0.554	0.194	0.05	0.113	0.498	0.434	0.232	0.062	0.476	839.021	3.407	14.631	0.001	0.683
Gelisol	0.315	2.277	48.046	21.983	7.548	0.0001	0.001	0.681	0.344	0.049	0.079	0.564	0.498	0.323	0.013	0.738	417.61	1.972	11.195	0.003	0.274
Gelisol	0.316	2.998	25.87	66.26	46.644	0.0001	0.1	0.556	0.013	0.05	0.088	0.469	0.495	0.14	0.012	0.87	369.578	2.606	12.199	0.003	0.69
Gelisol	0.316	1.358	17.362	55.643	22.224	0.0001	0.06	0.542	0.194	0.05	0.112	0.494	0.433	0.23	0.062	0.485	840.714	3.317	14.651	0.001	0.713
Gelisol	0.316	1.358	17.362	55.643	22.224	0.0001	0.06	0.542	0.194	0.05	0.112	0.494	0.433	0.23	0.062	0.485	840.714	3.317	14.651	0.001	0.713
Gelisol	0.316	1.358	16.918	58.261	21.276	0.0001	0.059	0.546	0.193	0.05	0.113	0.496	0.434	0.231	0.062	0.478	839.613	3.322	14.667	0.001	0.617
Gelisol	0.316	1.358	16.726	57.485	21.543	0.0001	0.059	0.546	0.198	0.05	0.113	0.498	0.434	0.229	0.062	0.48	840.454	3.363	14.642	0.001	0.697
Gelisol	0.316	0.401	49.144	1.27	52.294	0.0001	0.098	0.51	0.013	0.05	0.092	0.45	0.485	0.15	0.08	0.161	470.271	2.875	5.834	0.008	0.656
Gelisol	0.316	0.42	49.345	1.095	52.167	0.0001	0.099	0.521	0.017	0.05	0.094	0.438	0.482	0.149	0.081	0.169	476.629	3.006	5.884	0.008	0.658
Gelisol	0.317	0.456	40.12	46.81	33.605	0.0001	0.044	0.586	0.607	0.043	0.085	0.54	0.499	0.32	0.066	0.209	747.058	2.099	12.133	0.002	0.061
Gelisol	0.317	2.998	27.213	66.064	48.04	0.0001	0.099	0.553	0.016	0.05	0.088	0.465	0.491	0.126	0.012	0.917	397.471	2.549	12.217	0.003	0.718
Gelisol	0.317	1.932	35.654	34.83	20.805	0.0001	0.032	0.476	0.65	0.049	0.096	0.51	0.467	0.104	0.062	0.498	869.845	3.866	7.993	0.005	0.982
Gelisol	0.317	1.357	17.071	58.21	20.657	0.0001	0.058	0.543	0.191	0.05	0.112	0.493	0.433	0.231	0.062	0.487	838.861	3.22	14.677	0.001	0.566
Gelisol	0.317	2.359	47.822	21.838	7.097	0.0001	0.001	0.664	0.325	0.049	0.081	0.548	0.498	0.323	0.014	0.895	421.53	1.95	11.301	0.003	0.273
Gelisol	0.318	2.999	25.821	71.721	40.804	0.0001	0.1	0.554	0.013	0.05	0.092	0.437	0.484	0.159	0.012	0.937	403.116	2.461	12.239	0.003	0.664
Gelisol	0.318	2.998	26.836	67.66	44.875	0.0001	0.1	0.555	0.014	0.05	0.091	0.448	0.487	0.141	0.012	0.941	412.049	2.487	12.238	0.003	0.719
Gelisol	0.318	1.93	35.156	34.468	21.118	0.0001	0.035	0.472	0.636	0.049	0.097	0.504	0.468	0.101	0.064	0.504	865.978	3.832	7.973	0.005	0.981
Gelisol	0.318	1.357	17.791	59.433	20.086	0.0001	0.057	0.538	0.195	0.05	0.112	0.497	0.433	0.228	0.062	0.52	839.425	3.34	14.719	0.001	0.469
Gelisol	0.318	1.357	18.089	57.857	20.731	0.0001	0.058	0.539	0.193	0.05	0.113	0.499	0.433	0.229	0.062	0.513	840.423	3.421	14.706	0.001	0.553
Gelisol	0.318	1.664	42.054	74.521	32.994	0.0001	0.056	0.569	0.735	0.048	0.09	0.434	0.479	0.189	0.002	0.422	26.458	3.172	15.3	0.004	0.98
Gelisol	0.318	1.664	42.053	74.506	33.003	0.0001	0.056	0.569	0.736	0.048	0.09	0.434	0.479	0.189	0.002	0.422	26.259	3.175	15.296	0.004	0.98
Gelisol	0.319	3	25.099	74.597	37.253	0.0001	0.1	0.552	0.016	0.05	0.091	0.432	0.483	0.172	0.012	0.931	391.755	2.462	12.225	0.003	0.62
Gelisol	0.319	1.929	35.148	34.182	21.396	0.0001	0.036	0.469	0.627	0.049	0.097	0.495	0.468	0.1	0.064	0.524	867.37	3.857	7.914	0.005	0.983
Gelisol	0.319	1.356	17.615	58.904	19.293	0.0001	0.057	0.537	0.187	0.05	0.112	0.493	0.433	0.227	0.062	0.537	837.49	3.3	14.725	0.001	0.442
Gelisol	0.319	1.356	17.615	58.904	19.293	0.0001	0.057	0.537	0.187	0.05	0.112	0.493	0.433	0.227	0.062	0.537	837.49	3.3	14.725	0.001	0.442
Gelisol	0.319	1.727	42.469	59.397	28.228	0.0001	0.06	0.569	0.866	0.048	0.091	0.393	0.474	0.179	0.007	0.422	112.478	3.054	15.306	0.005	0.988
Gelisol	0.319	1.725	42.468	59.754	28.296	0.0001	0.06	0.569	0.868	0.048	0.09	0.395	0.475	0.181	0.007	0.422	109.023	3.051	15.34	0.005	0.988
Gelisol	0.319	1.724	42.457	60.07	28.387	0.0001	0.06	0.568	0.859	0.048	0.091	0.394	0.474	0.18	0.007	0.422	109.264	3.054	15.311	0.005	0.988
Gelisol	0.319	1.721	42.448	60.937	28.59	0.0001	0.06	0.568	0.848	0.048	0.091	0.396	0.474	0.18	0.007	0.422	105.428	3.06	15.301	0.005	0.988
Gelisol	0.319	1.711	42.355	63.557	29.764	0.0001	0.059	0.568	0.83	0.048	0.091	0.401	0.475	0.182	0.006	0.422	91.536	3.077	15.249	0.005	0.985
Gelisol	0.319	1.701	42.289	66.224	30.736	0.0001	0.059	0.568	0.805	0.048	0.091	0.407	0.475	0.183	0.005	0.422	77.824	3.1	15.198	0.004	0.983
Gelisol	0.319	1.691	42.226	68.74	31.606	0.0001	0.058	0.568	0.785	0.048	0.09	0.413	0.476	0.185	0.004	0.422	63.392	3.121	15.182	0.004	0.981
Gelisol	0.319	1.684	42.18	70.103	32.135	0.0001	0.058	0.569	0.778	0.048	0.09	0.418	0.477	0.187	0.003	0.422	53.832	3.14	15.173	0.004	0.98
Gelisol	0.319	1.676	42.135	72.116	32.606	0.0001	0.057	0.568	0.756	0.048	0.09	0.424	0.477	0.187	0.003	0.422	43.543	3.148	15.198	0.004	0.98
Gelisol	0.319	1.679	42.153	71.376	32.306	0.0001	0.057	0.569	0.764	0.048	0.09	0.423	0.477	0.187	0.003	0.422	45.825	3.153	15.209	0.004	0.98
Gelisol	0.319	1.671	42.117	73.039	32.645	0.0001	0.057	0.568	0.746	0.048	0.09	0.428	0.478	0.188	0.002	0.422	36.566	3.161	15.239	0.004	0.98
Gelisol	0.319	1.663	42.056	74.714	33.013	0.0001	0.056	0.568	0.734	0.048	0.09	0.435	0.479	0.189	0.002	0.422	25.659	3.168	15.313	0.004	0.98
Gelisol	0.319	1.663	42.05	74.778	33.096	0.0001	0.056	0.568	0.733	0.048	0.09	0.434	0.479	0.189	0.002	0.422	25.662	3.168	15.303	0.004	0.98
Gelisol	0.319	1.665	42.055	74.384	32.991	0.0001	0.056	0.569	0.737	0.048	0.09	0.434	0.479	0.188	0.002	0.422	27.476	3.17	15.297	0.004	0.98
Gelisol	0.319	1.663	42.052	74.791	32.977	0.0001	0.056	0.568	0.732	0.048	0.09	0.435	0.479	0.189	0.002	0.422	24.909	3.172	15.32	0.004	0.98
Gelisol	0.319	0.421	49.391	1.6	51.958	0.0001	0.099	0.516	0.02	0.05	0.092	0.442	0.486	0.152	0.079	0.167	480.631	2.779	5.843	0.008	0.662
Gelisol	0.32	0.452	39.956	46.773	30.249	0.0001	0.047	0.593	0.607	0.043	0.085	0.532	0.496	0.354	0.066	0.203	742.848	2.092	12.162	0.002	0.063
Gelisol	0.32	3	24.616	77.847	33.552	0.0001	0.099	0.552	0.016	0.05	0.094	0.424	0.479	0.184	0.012	0.995	418.953	2.36	12.239	0.003	0.65
Gelisol	0.32	3	24.418	77.549	35.634	0.0001	0.099	0.55	0.019	0.05	0.092	0.428	0.48	0.178	0.012	0.989	412.157	2.409	12.238	0.003	0.637
Gelisol	0.32	1.923	36.026	33.68	21.618	0.0001	0.037	0.463	0.619	0.049	0.096	0.496	0.47	0.104	0.064	0.537	865.209	3.822	7.813	0.005	0.959
Gelisol	0.32	1.354	17.188	52.09	20.796	0.0001	0.062	0.523	0.185	0.05	0.112	0.476	0.433	0.219	0.063	0.601	834.583	3.034	14.679	0.001	0.634
